id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval
Locke BMI EU sex combined 77 SNPs clumped	6WVY9P	XS-VLDL-PL.txt	Locke BMI EU sex combined 77 SNPs clumped	Weighted median	63	-0.129570626816759	0.0611397766251663	0.0340691303414097
Locke BMI EU sex combined 77 SNPs clumped	6WVY9P	XS-VLDL-PL.txt	Locke BMI EU sex combined 77 SNPs clumped	Inverse variance weighted (multiplicative random effects)	63	-0.128427546374418	0.0586482380211739	0.0285391966037165
Locke BMI EU sex combined 77 SNPs clumped	6WVY9P	XS-VLDL-PL.txt	Locke BMI EU sex combined 77 SNPs clumped	Weighted mode	63	-0.0950065805117029	0.0729673551327916	0.197718561197062
Locke BMI EU sex combined 77 SNPs clumped	73RybR	XS-VLDL-P.txt	Locke BMI EU sex combined 77 SNPs clumped	MR Egger	63	-0.0699754724047546	0.143833958495522	0.628354852397958
Locke BMI EU sex combined 77 SNPs clumped	73RybR	XS-VLDL-P.txt	Locke BMI EU sex combined 77 SNPs clumped	Weighted median	63	-0.129570626816759	0.0624606585591401	0.0380388544720709
Locke BMI EU sex combined 77 SNPs clumped	73RybR	XS-VLDL-P.txt	Locke BMI EU sex combined 77 SNPs clumped	Inverse variance weighted (multiplicative random effects)	63	-0.128427546374418	0.0586482380211739	0.0285391966037165
Locke BMI EU sex combined 77 SNPs clumped	73RybR	XS-VLDL-P.txt	Locke BMI EU sex combined 77 SNPs clumped	Weighted mode	63	-0.0950065805117029	0.0746190845710634	0.207692883904358
Locke BMI EU sex combined 77 SNPs clumped	7g1pjA	DHA.txt	Locke BMI EU sex combined 77 SNPs clumped	MR Egger	63	0.129886682577997	0.0910063490474624	0.158613726728076
Locke BMI EU sex combined 77 SNPs clumped	7g1pjA	DHA.txt	Locke BMI EU sex combined 77 SNPs clumped	Weighted median	63	0.101168893059794	0.0597368144732899	0.0903456979626335
Locke BMI EU sex combined 77 SNPs clumped	7g1pjA	DHA.txt	Locke BMI EU sex combined 77 SNPs clumped	Inverse variance weighted (multiplicative random effects)	63	0.0727369879793408	0.0371832268752086	0.0504442601439294
Locke BMI EU sex combined 77 SNPs clumped	7g1pjA	DHA.txt	Locke BMI EU sex combined 77 SNPs clumped	Weighted mode	63	0.0611376989037191	0.0689025402092311	0.37834285564041
Locke BMI EU sex combined 77 SNPs clumped	7QPsYa	L-HDL-CE.txt	Locke BMI EU sex combined 77 SNPs clumped	MR Egger	63	-0.0837860462830166	0.167333103448103	0.618374270146916
Locke BMI EU sex combined 77 SNPs clumped	7QPsYa	L-HDL-CE.txt	Locke BMI EU sex combined 77 SNPs clumped	Weighted median	63	-0.0929879515466973	0.0653272447731112	0.15461512641245
Locke BMI EU sex combined 77 SNPs clumped	7QPsYa	L-HDL-CE.txt	Locke BMI EU sex combined 77 SNPs clumped	Inverse variance weighted (multiplicative random effects)	63	-0.0508708836118537	0.0681350836498607	0.455294146899106
Locke BMI EU sex combined 77 SNPs clumped	7QPsYa	L-HDL-CE.txt	Locke BMI EU sex combined 77 SNPs clumped	Weighted mode	63	-0.134555297593236	0.0722165338471107	0.0671694290168573
Locke BMI EU sex combined 77 SNPs clumped	8ab743	FALen.txt	Locke BMI EU sex combined 77 SNPs clumped	MR Egger	63	0.0225477406441833	0.119822498856212	0.851363147925459
Locke BMI EU sex combined 77 SNPs clumped	8ab743	FALen.txt	Locke BMI EU sex combined 77 SNPs clumped	Weighted median	63	0.0735718871398893	0.0579261778968299	0.204049942579138
Locke BMI EU sex combined 77 SNPs clumped	8ab743	FALen.txt	Locke BMI EU sex combined 77 SNPs clumped	Inverse variance weighted (multiplicative random effects)	63	0.111329623992823	0.0490333295766072	0.0231779441052226
Locke BMI EU sex combined 77 SNPs clumped	8ab743	FALen.txt	Locke BMI EU sex combined 77 SNPs clumped	Weighted mode	63	0.0852237072829359	0.0686256367455516	0.21896411073398
Locke BMI EU sex combined 77 SNPs clumped	93Em8w	M-HDL-C_percent.txt	Locke BMI EU sex combined 77 SNPs clumped	MR Egger	63	-0.0255690185239685	0.13090912873944	0.845792490688341
Locke BMI EU sex combined 77 SNPs clumped	93Em8w	M-HDL-C_percent.txt	Locke BMI EU sex combined 77 SNPs clumped	Weighted median	63	-0.137085835921001	0.0613882408761712	0.0255426135077245
Locke BMI EU sex combined 77 SNPs clumped	93Em8w	M-HDL-C_percent.txt	Locke BMI EU sex combined 77 SNPs clumped	Inverse variance weighted (multiplicative random effects)	63	-0.147819914884196	0.0537473108432656	0.00595451690827318
Locke BMI EU sex combined 77 SNPs clumped	93Em8w	M-HDL-C_percent.txt	Locke BMI EU sex combined 77 SNPs clumped	Weighted mode	63	-0.146722761200903	0.0668971907692269	0.032048264485257
Locke BMI EU sex combined 77 SNPs clumped	9LrmV0	XL-VLDL-L.txt	Locke BMI EU sex combined 77 SNPs clumped	MR Egger	63	0.00174907280171775	0.113365118058258	0.987740544676647
Locke BMI EU sex combined 77 SNPs clumped	9LrmV0	XL-VLDL-L.txt	Locke BMI EU sex combined 77 SNPs clumped	Weighted median	63	0.0797185965921776	0.0590105185183451	0.176720480335297
Locke BMI EU sex combined 77 SNPs clumped	9LrmV0	XL-VLDL-L.txt	Locke BMI EU sex combined 77 SNPs clumped	Inverse variance weighted (multiplicative random effects)	63	0.0387178460604844	0.046195019506334	0.401952658520626
Locke BMI EU sex combined 77 SNPs clumped	9LrmV0	XL-VLDL-L.txt	Locke BMI EU sex combined 77 SNPs clumped	Weighted mode	63	0.0939662916888357	0.071590924155923	0.194174572710491
Locke BMI EU sex combined 77 SNPs clumped	9rNBI0	Leu.txt	Locke BMI EU sex combined 77 SNPs clumped	MR Egger	63	0.248295659732699	0.086841769129934	0.00580574386929933
Locke BMI EU sex combined 77 SNPs clumped	9rNBI0	Leu.txt	Locke BMI EU sex combined 77 SNPs clumped	Weighted median	63	0.184032680292526	0.0571167711846032	0.0012728012882047
Locke BMI EU sex combined 77 SNPs clumped	9rNBI0	Leu.txt	Locke BMI EU sex combined 77 SNPs clumped	Inverse variance weighted (multiplicative random effects)	63	0.0963039100134302	0.0364012773917884	0.0081541607719193
Locke BMI EU sex combined 77 SNPs clumped	9rNBI0	Leu.txt	Locke BMI EU sex combined 77 SNPs clumped	Weighted mode	63	0.184548285207001	0.0676184234147358	0.00825025902206717
Locke BMI EU sex combined 77 SNPs clumped	9v0FD3	L-HDL-C.txt	Locke BMI EU sex combined 77 SNPs clumped	MR Egger	63	-0.0837860462830166	0.167333103448103	0.618374270146916
Locke BMI EU sex combined 77 SNPs clumped	9v0FD3	L-HDL-C.txt	Locke BMI EU sex combined 77 SNPs clumped	Weighted median	63	-0.0929879515466973	0.0616331932236505	0.131367364588406
Locke BMI EU sex combined 77 SNPs clumped	9v0FD3	L-HDL-C.txt	Locke BMI EU sex combined 77 SNPs clumped	Inverse variance weighted (multiplicative random effects)	63	-0.0508708836118537	0.0681350836498607	0.455294146899106
Locke BMI EU sex combined 77 SNPs clumped	9v0FD3	L-HDL-C.txt	Locke BMI EU sex combined 77 SNPs clumped	Weighted mode	63	-0.134555297593236	0.0701999245848488	0.0598821460424283
Locke BMI EU sex combined 77 SNPs clumped	9y15Zi	S-VLDL-C.txt	Locke BMI EU sex combined 77 SNPs clumped	MR Egger	63	0.0983551343899063	0.123579072006467	0.429183376494903
Locke BMI EU sex combined 77 SNPs clumped	9y15Zi	S-VLDL-C.txt	Locke BMI EU sex combined 77 SNPs clumped	Weighted median	63	0.0765430112790975	0.0600677192595803	0.202564685639259
Locke BMI EU sex combined 77 SNPs clumped	9y15Zi	S-VLDL-C.txt	Locke BMI EU sex combined 77 SNPs clumped	Inverse variance weighted (multiplicative random effects)	63	0.0286149046926461	0.0504647718992515	0.570695615958947
