metabolite	n	b	se	p	lower_ci	upper_ci	raw.label	class	subclass	label	label.no.units	derived_features	exposure	group	model	model_description
xxlvldlp	2981	2.45746991301918e-11	1.60315271379196e-12	4.19205866634637e-51	2.14325198111596e-11	2.7716878449224e-11	Concentration of chylomicrons and extremely large VLDL particles (mol/l)	Lipoprotein subclasses	Extremely large VLDL	Particle concentration (mol/l)	Particle concentration	no	bf	adults	model3	physical activity
xxlvldll	2981	0.00545803576598735	0.000346296987679029	8.18737990843739e-54	0.00477929367013645	0.00613677786183825	Total lipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Total lipids (mmol/l)	Total lipids	no	bf	adults	model3	physical activity
xxlvldlpl	2981	0.000667647198020341	4.29211524945399e-05	1.62974443083208e-52	0.000583521739131043	0.000751772656909639	Phospholipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Phospholipids (mmol/l)	Phospholipids	no	bf	adults	model3	physical activity
xxlvldlc	2981	0.000981243965036883	6.3480628545922e-05	6.66999111214082e-52	0.000856821933086876	0.00110566599698689	Total cholesterol in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	adults	model3	physical activity
xxlvldlce	2981	0.000530551548163499	3.55004466028585e-05	9.47603351626941e-49	0.000460970672821896	0.000600132423505102	Cholesterol esters in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	adults	model3	physical activity
xxlvldlfc	2981	0.000450203966918723	2.92709590607492e-05	2.00615668242942e-51	0.000392832887159655	0.000507575046677791	Free cholesterol in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	adults	model3	physical activity
xxlvldltg	2981	0.00380770179696212	0.000241444167763605	7.13842010437798e-54	0.00333447122814545	0.00428093236577879	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bf	adults	model3	physical activity
xlvldlp	2981	1.44552980606904e-10	9.39229565209247e-12	1.73808160440301e-51	1.26144081128803e-10	1.62961880085005e-10	Concentration of very large VLDL particles (mol/l)	Lipoprotein subclasses	Very large VLDL	Particle concentration (mol/l)	Particle concentration	no	bf	adults	model3	physical activity
xlvldll	2981	0.0147052902146339	0.000928648530493215	2.77219296648932e-54	0.0128851390948672	0.0165254413344006	Total lipids in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Total lipids (mmol/l)	Total lipids	no	bf	adults	model3	physical activity
xlvldlpl	2981	0.00242141260217109	0.000154441786542201	2.73057111514915e-53	0.00211870670054838	0.0027241185037938	Phospholipids in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Phospholipids (mmol/l)	Phospholipids	no	bf	adults	model3	physical activity
xlvldlc	2981	0.00295475384117654	0.000189039518459331	5.49264649156849e-53	0.00258423638499625	0.00332527129735683	Total cholesterol in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	adults	model3	physical activity
xlvldlce	2981	0.0015502372943918	0.000101105776748152	3.96833244860468e-51	0.00135206997196542	0.00174840461681818	Cholesterol esters in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	adults	model3	physical activity
xlvldlfc	2981	0.00140463274004251	8.86884226649409e-05	2.6651780891895e-54	0.00123080343161923	0.00157846204846579	Free cholesterol in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	adults	model3	physical activity
xlvldltg	2981	0.00932976811398231	0.000589366495660473	2.98248443728748e-54	0.00817460978248778	0.0104849264454768	Triglycerides in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bf	adults	model3	physical activity
lvldlp	2981	8.8986442904326e-10	5.29301441783543e-11	1.15803096417233e-60	7.86121346453686e-10	9.93607511632834e-10	Concentration of large VLDL particles (mol/l)	Lipoprotein subclasses	Large VLDL	Particle concentration (mol/l)	Particle concentration	no	bf	adults	model3	physical activity
lvldll	2981	0.0528030508355894	0.00313510144249633	7.23822429186873e-61	0.0466582520082966	0.0589478496628822	Total lipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Total lipids (mmol/l)	Total lipids	no	bf	adults	model3	physical activity
lvldlpl	2981	0.00959924813673086	0.000567459967682364	2.31918760572909e-61	0.00848702660007343	0.0107114696733883	Phospholipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Phospholipids (mmol/l)	Phospholipids	no	bf	adults	model3	physical activity
lvldlc	2981	0.0120256790448299	0.000720778599303041	8.2397037652559e-60	0.0106129529901959	0.0134384050994639	Total cholesterol in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	adults	model3	physical activity
lvldlce	2981	0.0060210075423354	0.000360475878916416	6.19207553358553e-60	0.00531447481965922	0.00672754026501157	Cholesterol esters in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	adults	model3	physical activity
lvldlfc	2981	0.00600302133133532	0.0003644797498774	2.15031652942828e-58	0.00528864102157562	0.00671740164109502	Free cholesterol in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	adults	model3	physical activity
lvldltg	2981	0.0311782871703659	0.00185486085370324	1.21450581996771e-60	0.0275427598971076	0.0348138144436243	Triglycerides in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bf	adults	model3	physical activity
mvldlp	2981	2.36043019684607e-09	1.35785647700026e-10	1.53919303381277e-64	2.09429032735402e-09	2.62657006633812e-09	Concentration of medium VLDL particles (mol/l)	Lipoprotein subclasses	Medium VLDL	Particle concentration (mol/l)	Particle concentration	no	bf	adults	model3	physical activity
mvldll	2981	0.0808249955217317	0.00464034738564333	8.9283467319917e-65	0.0717299146458708	0.0899200763975926	Total lipids in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Total lipids (mmol/l)	Total lipids	no	bf	adults	model3	physical activity
mvldlpl	2981	0.0156657983170837	0.000892360933189493	1.00079086341988e-65	0.0139167708880323	0.0174148257461351	Phospholipids in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Phospholipids (mmol/l)	Phospholipids	no	bf	adults	model3	physical activity
mvldlc	2981	0.0206722480478242	0.00123795546666146	6.60778883381677e-60	0.0182458553331677	0.0230986407624807	Total cholesterol in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	adults	model3	physical activity
mvldlce	2981	0.0106838326335489	0.000680373491670081	1.91425330610201e-53	0.00935030058987554	0.0120173646772223	Cholesterol esters in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	adults	model3	physical activity
mvldlfc	2981	0.00997965715460209	0.000584124411069446	1.68503368539396e-62	0.00883477330890597	0.0111245410002982	Free cholesterol in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	adults	model3	physical activity
mvldltg	2981	0.0444891392181771	0.00256344933030634	2.4091268910059e-64	0.0394647785307767	0.0495134999055775	Triglycerides in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Triglycerides (mmol/l)	Triglycerides	no	bf	adults	model3	physical activity
svldlp	2981	2.89569025269513e-09	1.60884781619886e-10	7.91671172016116e-69	2.58035608072015e-09	3.21102442467011e-09	Concentration of small VLDL particles (mol/l)	Lipoprotein subclasses	Small VLDL	Particle concentration (mol/l)	Particle concentration	no	bf	adults	model3	physical activity
svldll	2981	0.0601877075305847	0.00330366968422559	2.16873094964276e-70	0.0537125149495025	0.0666629001116669	Total lipids in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Total lipids (mmol/l)	Total lipids	no	bf	adults	model3	physical activity
svldlpl	2981	0.0127671321297484	0.000699553548710819	1.28199976615348e-70	0.0113960071742752	0.0141382570852216	Phospholipids in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Phospholipids (mmol/l)	Phospholipids	no	bf	adults	model3	physical activity
svldlc	2981	0.0208249982633063	0.00122656425935356	8.84628144941415e-62	0.0184209323149733	0.0232290642116393	Total cholesterol in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	adults	model3	physical activity
svldlce	2981	0.0126774008072598	0.000800860324847183	3.00160906994334e-54	0.0111077145705593	0.0142470870439603	Cholesterol esters in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	adults	model3	physical activity
svldlfc	2981	0.00817050901208143	0.000470445562047035	1.97975960911031e-64	0.00724843571046924	0.00909258231369362	Free cholesterol in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	adults	model3	physical activity
svldltg	2981	0.0266720717106661	0.00153198497178306	1.00934765161525e-64	0.0236693811659713	0.0296747622553609	Triglycerides in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Triglycerides (mmol/l)	Triglycerides	no	bf	adults	model3	physical activity
xsvldlp	2981	2.02889284209147e-09	1.48362586524318e-10	2.47663506112097e-41	1.73810217250381e-09	2.31968351167913e-09	Concentration of very small VLDL particles (mol/l)	Lipoprotein subclasses	Very Small VLDL	Particle concentration (mol/l)	Particle concentration	no	bf	adults	model3	physical activity
xsvldll	2981	0.0278474515843549	0.00211665401176249	1.82003468412277e-38	0.0236988097213004	0.0319960934474094	Total lipids in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Total lipids (mmol/l)	Total lipids	no	bf	adults	model3	physical activity
xsvldlpl	2981	0.00768683780069736	0.000694618840455213	6.36718172528001e-28	0.00632538487340514	0.00904829072798958	Phospholipids in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Phospholipids  (mmol/l)	Phospholipids	no	bf	adults	model3	physical activity
xsvldlc	2981	0.0111136761952569	0.00108380479554728	2.8561410470306e-24	0.00898941879598423	0.0132379335945296	Total cholesterol in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	adults	model3	physical activity
xsvldlce	2981	0.00758195265141461	0.000743018887568354	4.70582763531769e-24	0.00612563563178064	0.00903826967104858	Cholesterol esters in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	adults	model3	physical activity
xsvldlfc	2981	0.00353375202629493	0.000363356766163	4.99078224764651e-22	0.00282157276461545	0.00424593128797441	Free cholesterol in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	adults	model3	physical activity
xsvldltg	2981	0.00909088069056626	0.000571317085654042	8.94508059838883e-55	0.00797109920268434	0.0102106621784482	Triglycerides in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Triglycerides (mmol/l)	Triglycerides	no	bf	adults	model3	physical activity
idlp	2981	2.9252111497978e-09	3.85348576990457e-10	4.21955951316186e-14	2.1699279388965e-09	3.6804943606991e-09	Concentration of IDL particles (mol/l)	Lipoprotein subclasses	IDL	Particle concentration (mol/l)	Particle concentration	no	bf	adults	model3	physical activity
idll	2981	0.0368953745758681	0.00477261941668482	1.45356484069316e-14	0.0275410405191659	0.0462497086325703	Total lipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total lipids (mmol/l)	Total lipids	no	bf	adults	model3	physical activity
idlpl	2981	0.00854287752816048	0.0012293351676598	4.49639190908969e-12	0.00613338059954727	0.0109523744567737	Phospholipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Phospholipids (mmol/l)	Phospholipids	no	bf	adults	model3	physical activity
idlc	2981	0.0222254868945956	0.00322221089697029	6.43580576074077e-12	0.0159099535365338	0.0285410202526574	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	adults	model3	physical activity
idlce	2981	0.0178553264361319	0.00229195923972023	9.15708616668502e-15	0.0133630863262802	0.0223475665459835	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	adults	model3	physical activity
idlfc	2981	0.00440089424205045	0.000950277024716077	3.79213640547583e-06	0.00253835127360694	0.00626343721049396	Free cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	adults	model3	physical activity
idltg	2981	0.00611568911404548	0.000539045947510391	3.09300326208175e-29	0.00505915905692511	0.00717221917116585	Triglycerides in IDL (mmol/l)	Lipoprotein subclasses	IDL	Triglycerides (mmol/l)	Triglycerides	no	bf	adults	model3	physical activity
lldlp	2981	5.4778779400084e-09	6.92646604769427e-10	3.63739800193705e-15	4.12029059466032e-09	6.83546528535648e-09	Concentration of large LDL particles (mol/l)	Lipoprotein subclasses	Large LDL	Particle concentration (mol/l)	Particle concentration	no	bf	adults	model3	physical activity
lldll	2981	0.049138923539131	0.00597860748647658	3.02526158446643e-16	0.0374208528656369	0.0608569942126251	Total lipids in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total lipids (mmol/l)	Total lipids	no	bf	adults	model3	physical activity
lldlpl	2981	0.0107844859188686	0.00123384291111634	3.80565359986187e-18	0.00836615381308057	0.0132028180246566	Phospholipids in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Phospholipids (mmol/l)	Phospholipids	no	bf	adults	model3	physical activity
lldlc	2981	0.0341240840047154	0.00440600594499251	1.30218937172165e-14	0.0254883123525301	0.0427598556569007	Total cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	adults	model3	physical activity
lldlce	2981	0.0282369592975054	0.00334808449092505	5.14810535575244e-17	0.0216747136952923	0.0347992048997185	Cholesterol esters in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	adults	model3	physical activity
lldlfc	2981	0.00588975339395543	0.00106848194999889	3.84571595713236e-08	0.00379552877195761	0.00798397801595326	Free cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	adults	model3	physical activity
lldltg	2981	0.00422963903270315	0.000504201092837574	7.4871309476171e-17	0.00324140489074151	0.0052178731746648	Triglycerides in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Triglycerides (mmol/l)	Triglycerides	no	bf	adults	model3	physical activity
mldlp	2981	5.36873467938984e-09	5.99842045377977e-10	6.1067657771948e-19	4.19304427044901e-09	6.54442508833067e-09	Concentration of medium LDL particles (mol/l)	Lipoprotein subclasses	Medium LDL	Particle concentration (mol/l)	Particle concentration	no	bf	adults	model3	physical activity
mldll	2981	0.0333440494009155	0.00372638016401123	6.22313763479137e-19	0.0260403442794535	0.0406477545223775	Total lipids in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total lipids (mmol/l)	Total lipids	no	bf	adults	model3	physical activity
mldlpl	2981	0.00799135522181772	0.000728280902722636	1.72469004326017e-27	0.00656392465248135	0.00941878579115409	Phospholipids in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Phospholipids (mmol/l)	Phospholipids	no	bf	adults	model3	physical activity
mldlc	2981	0.023306128176374	0.00282322810003889	2.25431800796798e-16	0.0177726011002978	0.0288396552524502	Total cholesterol in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	adults	model3	physical activity
mldlce	2981	0.01955909152493	0.00231634528390383	4.72841745310077e-17	0.0150190547684785	0.0240991282813815	Cholesterol esters in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	adults	model3	physical activity
mldlfc	2981	0.00377714787320437	0.00051519928245433	2.92072888180611e-13	0.00276735727959388	0.00478693846681486	Free cholesterol in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Free cholesterol (mmol/l)	Free cholesterol	no	bf	adults	model3	physical activity
