metabolite	n	b	se	p	lower_ci	upper_ci	raw.label	class	subclass	label	label.no.units	derived_features	exposure	group	model	model_description
mhdlcpct	575	-0.561700074771474	0.0987119755119407	2.03483870705724e-08	-0.755175546774878	-0.36822460276807	Total cholesterol in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	young_adults	model3	physical activity
mhdlcepct	575	-0.374272437936592	0.0814730768241016	5.36680033452745e-06	-0.533959668511831	-0.214585207361353	Cholesterol esters in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	young_adults	model3	physical activity
mhdlfcpct	575	-0.187153783227732	0.034190757438208	6.62243343560532e-08	-0.25416766780662	-0.120139898648844	Free cholesterol in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	young_adults	model3	physical activity
mhdltgpct	575	0.502010930857235	0.0648329662172003	4.48492473145739e-14	0.374938317071522	0.629083544642948	Triglycerides in medium HDL to total lipids in medium HDL ratio (%)	Lipoprotein subclasses ratios	Medium HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	young_adults	model3	physical activity
shdlplpct	575	-0.138223936946196	0.153551762333664	0.368407626951399	-0.439185391120177	0.162737517227785	Phospholipids in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bf	young_adults	model3	physical activity
shdlcpct	575	-0.16065230041882	0.177716132517828	0.366388510878046	-0.508975920153763	0.187671319316123	Total cholesterol in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	young_adults	model3	physical activity
shdlcepct	575	-0.0559535103453899	0.192563100863351	0.771484666163943	-0.433377188037558	0.321470167346778	Cholesterol esters in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bf	young_adults	model3	physical activity
shdlfcpct	575	-0.104704645159623	0.0203904693230777	3.88498426298914e-07	-0.144669965032855	-0.0647393252863907	Free cholesterol in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	young_adults	model3	physical activity
shdltgpct	575	0.298483036835845	0.0448795662798503	6.87326210593167e-11	0.210519086927338	0.386446986744352	Triglycerides in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Triglycerides to total lipid ratio (%)	Ratio	yes	bf	young_adults	model3	physical activity
vldld	575	0.459672122238347	0.0558727996201144	1.31904572496642e-15	0.350161434982923	0.569182809493771	Mean diameter for VLDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	VLDL particle size (nm)	VLDL particles size	no	bf	young_adults	model3	physical activity
ldld	575	-0.0106483743534287	0.00916007439022447	0.24553087345336	-0.0286021201582687	0.00730537145141126	Mean diameter for LDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	LDL particle size (nm)	LDL particles size	no	bf	young_adults	model3	physical activity
hdld	575	-0.0867615523170662	0.0120802774273377	2.16766330184364e-12	-0.110438896074648	-0.0630842085594843	Mean diameter for HDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	HDL particle size (nm)	HDL particles size	no	bf	young_adults	model3	physical activity
serumc	575	0.078719556089544	0.04589837932077	0.0868762778573681	-0.0112412673791652	0.168680379558253	Serum total cholesterol (mmol/l)	Cholesterol	Cholesterol	Total cholesterol (mmol/l)	Total C	no	bf	young_adults	model3	physical activity
vldlc	575	0.0776080097560993	0.0092942768579471	5.24663318725071e-16	0.059391227114523	0.0958247923976756	Total cholesterol in VLDL (mmol/l)	Cholesterol	Cholesterol	VLDL cholesterol (mmol/l)	VLDL C	no	bf	young_adults	model3	physical activity
remnantc	575	0.108159166932933	0.0165015409600469	1.25636555514873e-10	0.0758161466512411	0.140502187214625	Remnant cholesterol (non-HDL, non-LDL -cholesterol) (mmol/l)	Cholesterol	Cholesterol	Remnant cholesterol (mmol/l)	Remnant C	no	bf	young_adults	model3	physical activity
ldlc	575	0.0788988775596135	0.0231442887848357	0.000698338106612563	0.0335360715413355	0.124261683577891	Total cholesterol in LDL (mmol/l)	Cholesterol	Cholesterol	LDL cholesterol (mmol/l)	LDL C	no	bf	young_adults	model3	physical activity
hdlc	575	-0.108369713493435	0.017550078351504	1.26304184555783e-09	-0.142767867062383	-0.0739715599244871	Total cholesterol in HDL (mmol/l)	Cholesterol	Cholesterol	HDL cholesterol (mmol/l)	HDL C	no	bf	young_adults	model3	physical activity
hdl2c	575	-0.101814111153901	0.0159567697365261	3.66685980614187e-10	-0.133089379837492	-0.0705388424703098	Total cholesterol in HDL2 (mmol/l)	Cholesterol	Cholesterol	HDL2 cholesterol (mmol/l)	HDL2 C	no	bf	young_adults	model3	physical activity
hdl3c	575	-0.00654977005057434	0.00188386839651491	0.000546376899302471	-0.0102421521077436	-0.00285738799340512	Total cholesterol in HDL3 (mmol/l)	Cholesterol	Cholesterol	HDL3 cholesterol (mmol/l)	HDL3 C	no	bf	young_adults	model3	physical activity
estc	575	0.0558191612858163	0.0327232816307686	0.0885941860816241	-0.00831847071049015	0.119956793282123	Esterified cholesterol (mmol/l)	Cholesterol	Cholesterol	Esterified cholesterol (mmol/l)	Esterified C	no	bf	young_adults	model3	physical activity
freec	575	0.0228749315184639	0.0133094052412405	0.0862140873386563	-0.00321150275436748	0.0489613657912953	Free cholesterol (mmol/l)	Cholesterol	Cholesterol	Free cholesterol (mmol/l)	Free C	no	bf	young_adults	model3	physical activity
serumtg	575	0.155383696823471	0.0185784386877147	4.7360602352548e-16	0.11896995699555	0.191797436651392	Serum total triglycerides (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Triglycerides (mmol/l)	Triglycerides	no	bf	young_adults	model3	physical activity
vldltg	575	0.145693820936304	0.0158432336714638	7.03062041604007e-19	0.114641082940235	0.176746558932373	Triglycerides in VLDL (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	VLDL triglycerides (mmol/l)	VLDL triglycerides	no	bf	young_adults	model3	physical activity
ldltg	575	0.00261757290462426	0.00205935665431326	0.204227293745739	-0.00141876613782973	0.00665391194707825	Triglycerides in LDL (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	LDL triglycerides (mmol/l)	LDL triglycerides	no	bf	young_adults	model3	physical activity
hdltg	575	0.00347481619359452	0.00146913818467631	0.0183556365834257	0.000595305351628952	0.00635432703556009	Triglycerides in HDL (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	HDL triglycerides (mmol/l)	HDL triglycerides	no	bf	young_adults	model3	physical activity
totpg	575	-0.00767010407906147	0.0184434094617699	0.677660762832884	-0.0438191866241305	0.0284789784660075	Total phosphoglycerides (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Phosphoglycerides (mmol/l)	Phosphoglycerides	no	bf	young_adults	model3	physical activity
tgpg	575	0.0720023767093513	0.00966097348534107	3.43132010050081e-13	0.0530668686780828	0.0909378847406198	Ratio of triglycerides to phosphoglycerides ratio (%)	Glycerides and phospholipids ratios	Glycerides and phospholipids ratios	Triglycerides phosphoglycerides ratio (%)	Ratio	yes	bf	young_adults	model3	physical activity
pc	575	0.0210287309676544	0.0198183443895682	0.28910800257407	-0.0178152240358993	0.0598726859712081	Phosphatidylcholine and other cholines (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Phosphatidylcholine + other cholines (mmol/l)	Phosphatidylcholine + other cholines	no	bf	young_adults	model3	physical activity
sm	575	-0.000338482335093149	0.0038404984639769	0.92980049680242	-0.00786585932448787	0.00718889465430158	Sphingomyelins (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Sphingomyelins (mmol/l)	Sphingomyelins	no	bf	young_adults	model3	physical activity
totcho	575	-0.00163836374525017	0.0223513710997108	0.941592948618933	-0.0454470511006833	0.042170323610183	Total cholines (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Cholines (mmol/l)	Cholines	no	bf	young_adults	model3	physical activity
apoa1	575	-0.0434615533155502	0.0111103095668608	0.000102710269637312	-0.0652377600665974	-0.021685346564503	Apolipoprotein A-I (g/l)	Apolipoproteins	Apolipoproteins	Apolipoprotein A-I (g/l)	Apolipoprotein A-I	no	bf	young_adults	model3	physical activity
apob	575	0.0555107789570355	0.00839161240056523	8.60472161068634e-11	0.0390632186519276	0.0719583392621434	Apolipoprotein B (g/l)	Apolipoproteins	Apolipoproteins	Apolipoprotein B (g/l)	Apolipoprotein B	no	bf	young_adults	model3	physical activity
apobapoa1	575	0.055402920409179	0.00557018682652002	1.36027425729545e-21	0.0444853542291998	0.0663204865891582	Ratio of apolipoprotein B to apolipoprotein A-I	Apolipoproteins	Apolipoproteins	Apolipoprotein B/A-I (g/l)	Apolipoprotein B/A-I	no	bf	young_adults	model3	physical activity
totfa	575	0.367411212997465	0.109009731824749	0.000801526229878825	0.153752138620957	0.581070287373973	Total fatty acids (mmol/l)	Fatty acids	Fatty acids	Total fatty acids (mmol/l)	Total fatty acids	no	bf	young_adults	model3	physical activity
unsat	575	-0.00739720304850453	0.0028958567053584	0.0108970205905676	-0.013073082191007	-0.00172132390600207	Estimated degree of unsaturation	Fatty acids	Fatty acids	Degree of unsaturation	Degree of unsaturation	no	bf	young_adults	model3	physical activity
dha	575	-0.00235388874325264	0.00178312492187157	0.187337014872839	-0.00584881359012092	0.00114103610361564	22:6, docosahexaenoic acid (mmol/l)	Fatty acids	Fatty acids	Docosahexaenoic acid (mmol/l)	Docosahexaenoic acid	no	bf	young_adults	model3	physical activity
la	575	0.0358414344235856	0.0310629238870805	0.249054659985553	-0.0250418963950922	0.0967247652422634	18:2, linoleic acid (mmol/l)	Fatty acids	Fatty acids	Linoleic acid (mmol/l)	Linoleic acid	no	bf	young_adults	model3	physical activity
faw3	575	0.00146978725734233	0.00439715025067447	0.738307688133324	-0.00714862723397963	0.0100882017486643	Omega-3 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-3 fatty acids (mmol/l)	n-3 fatty acids	no	bf	young_adults	model3	physical activity
faw6	575	0.0646207266538024	0.0348671644720302	0.0643528468396589	-0.00371891571137678	0.132960369018982	Omega-6 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-6 fatty acids (mmol/l)	n-6 fatty acids	no	bf	young_adults	model3	physical activity
pufa	575	0.0660820846549187	0.0385978260244033	0.0874310195476224	-0.00956965435291177	0.141733823662749	Polyunsaturated fatty acids (mmol/l)	Fatty acids	Fatty acids	PUFA (mmol/l)	PUFA	no	bf	young_adults	model3	physical activity
mufa	575	0.170279622174615	0.0350469189393484	1.53177314952723e-06	0.101587661053492	0.238971583295738	Monounsaturated fatty acids; 16:1, 18:1 (mmol/l)	Fatty acids	Fatty acids	MUFA (mmol/l)	MUFA	no	bf	young_adults	model3	physical activity
sfa	575	0.130981609515641	0.0399424844610928	0.00110462094397809	0.0526943399718991	0.209268879059383	Saturated fatty acids (mmol/l)	Fatty acids	Fatty acids	Saturated fatty acids (mmol/l)	Saturated fatty acids	no	bf	young_adults	model3	physical activity
dhafa	575	-0.0854104426982196	0.0146906204578409	1.01939113368406e-08	-0.114204058795588	-0.0566168266008514	Ratio of 22:6 docosahexaenoic acid to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	Docosahexaenoic acid (%)	Ratio	yes	bf	young_adults	model3	physical activity
lafa	575	-0.718416255744283	0.153053103607782	3.36479126412716e-06	-1.01840033881554	-0.41843217267303	Ratio of 18:2 linoleic acid to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	Linoleic acid (%)	Ratio	yes	bf	young_adults	model3	physical activity
faw3fa	575	-0.139438553463382	0.0307716000602864	7.1494450923301e-06	-0.199750889581543	-0.0791262173452207	Ratio of omega-3 fatty acids to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	n-3 fatty acids (%)	Ratio	yes	bf	young_adults	model3	physical activity
faw6fa	575	-0.638810187763128	0.120326496523353	1.58489537247447e-07	-0.8746501209489	-0.402970254577356	Ratio of omega-6 fatty acids to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	n-6 fatty acids (%)	Ratio	yes	bf	young_adults	model3	physical activity
pufafa	575	-0.778044035417308	0.133475944411382	9.35806062081687e-09	-1.03965688646362	-0.516431184370999	Ratio of polyunsaturated fatty acids to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	PUFA (%)	Ratio	yes	bf	young_adults	model3	physical activity
mufafa	575	0.843719453991924	0.1448886984157	9.67368326497047e-09	0.559737605097152	1.1277013028867	Ratio of monounsaturated fatty acids to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	MUFA (%)	Ratio	yes	bf	young_adults	model3	physical activity
sfafa	575	-0.0658254263510584	0.0870353304913539	0.449779287725912	-0.236414674114112	0.104763821411995	Ratio of saturated fatty acids to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	Saturated fatty acids (%)	Ratio	yes	bf	young_adults	model3	physical activity
glc	575	0.0529624587633082	0.01797155449175	0.00334052095848849	0.0177382119594782	0.0881867055671382	Glucose (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Glucose (mmol/l)	Glucose	no	bf	young_adults	model3	physical activity
lac	575	0.0863840431170721	0.0260422869958559	0.00096791695122221	0.0353411606051945	0.13742692562895	Lactate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Lactate (mmol/l)	Lactate	no	bf	young_adults	model3	physical activity
cit	575	-0.00382176219224689	0.00144509004522022	0.00840405173250718	-0.00665413868087852	-0.000989385703615259	Citrate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Citrate (mmol/l)	Citrate	no	bf	young_adults	model3	physical activity
ala	575	0.00722203314575007	0.00313966550430949	0.0217959409358087	0.00106828875730347	0.0133757775341967	Alanine (mmol/l)	Amino acids	Amino acids	Alanine (mmol/l)	Alanine	no	bf	young_adults	model3	physical activity
gln	575	-0.0101235485023967	0.00400951184709811	0.0118452930377183	-0.017982191722709	-0.00226490528208441	Glutamine (mmol/l)	Amino acids	Amino acids	Glutamine (mmol/l)	Glutamine	no	bf	young_adults	model3	physical activity
his	575	-0.000204218484631194	0.00048761254245546	0.675511384624925	-0.0011599390678439	0.000751502098581508	Histidine (mmol/l)	Amino acids	Amino acids	Histidine (mmol/l)	Histidine	no	bf	young_adults	model3	physical activity
ile	575	0.00388723777832125	0.000547325236074094	3.69379974318355e-12	0.00281448031561603	0.00495999524102647	Isoleucine (mmol/l)	Amino acids	Branched-chain amino acids	Isoleucine (mmol/l)	Isoleucine	no	bf	young_adults	model3	physical activity
leu	575	0.00366411782089148	0.000582651559489789	6.39859754719614e-10	0.00252212076429149	0.00480611487749147	Leucine (mmol/l)	Amino acids	Branched-chain amino acids	Leucine (mmol/l)	Leucine	no	bf	young_adults	model3	physical activity
val	575	0.00779635951058399	0.00140443714113478	4.36165269951726e-08	0.00504366271395982	0.0105490563072082	Valine (mmol/l)	Amino acids	Branched-chain amino acids	Valine (mmol/l)	Valine	no	bf	young_adults	model3	physical activity
phe	575	0.000724667206242744	0.000357453508414436	0.0430985348785883	2.40583297504495e-05	0.00142527608273504	Phenylalanine (mmol/l)	Amino acids	Aromatic amino acids	Phenylalanine (mmol/l)	Phenylalanine	no	bf	young_adults	model3	physical activity
tyr	575	0.00284695255333151	0.000528343067311163	1.04348168890852e-07	0.00181140014140163	0.00388250496526139	Tyrosine (mmol/l)	Amino acids	Aromatic amino acids	Tyrosine (mmol/l)	Tyrosine	no	bf	young_adults	model3	physical activity
ace	575	-0.00477257528468095	0.00146632599177458	0.00120240995350912	-0.00764657422855913	-0.00189857634080277	Acetate (mmol/l)	Ketone bodies	Ketone bodies	Acetate (mmol/l)	Acetate	no	bf	young_adults	model3	physical activity
acace	575	-0.00027503056727578	0.000481995959598738	0.568491708239789	-0.00121974264808931	0.000669681513537746	Acetoacetate (mmol/l)	Ketone bodies	Ketone bodies	Acetoacetate (mmol/l)	Acetoacetate	no	bf	young_adults	model3	physical activity
bohbut	575	-0.00270296794730574	0.00402769981322846	0.502433499941452	-0.0105972595812335	0.00519132368662204	3-hydroxybutyrate (mmol/l)	Ketone bodies	Ketone bodies	Beta-hydroxybutyrate (mmol/l)	Beta-hydroxybutyrate	no	bf	young_adults	model3	physical activity
crea	575	-0.00112245581581398	0.000398953486123673	0.00507051022406265	-0.00190440464861638	-0.000340506983011581	Creatinine (mmol/l)	Fluid balance	Fluid balance	Creatinine (mmol/l)	Creatinine	no	bf	young_adults	model3	physical activity
alb	575	-0.000339315242688394	0.000315189978950204	0.282142772319934	-0.000957087601430794	0.000278457116054006	Albumin  (signal area)	Fluid balance	Fluid balance	Albumin (signal area)	Albumin	no	bf	young_adults	model3	physical activity
xxlvldlp	2981	2.88225044731664e-11	1.65318985868656e-12	6.86101119546359e-65	2.55822523501407e-11	3.20627565961921e-11	Concentration of chylomicrons and extremely large VLDL particles (mol/l)	Lipoprotein subclasses	Extremely large VLDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adults	model3	physical activity
xxlvldll	2981	0.00634362336121898	0.000357233175646334	3.91297773916173e-67	0.00564344633695216	0.00704380038548579	Total lipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Total lipids (mmol/l)	Total lipids	no	bmi	adults	model3	physical activity
xxlvldlpl	2981	0.000775424764773427	4.42918013416598e-05	2.16008353032114e-65	0.000688612834143774	0.00086223669540308	Phospholipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adults	model3	physical activity
xxlvldlc	2981	0.00111654928540118	6.56496966081358e-05	5.6046691081576e-62	0.000987875880049234	0.00124522269075313	Total cholesterol in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adults	model3	physical activity
xxlvldlce	2981	0.000585331965640358	3.68321287803849e-05	1.20515507637011e-54	0.000513140993230804	0.000657522938049912	Cholesterol esters in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adults	model3	physical activity
xxlvldlfc	2981	0.000530697528524116	3.01665856286014e-05	5.56198924277641e-66	0.000471571020692057	0.000589824036356175	Free cholesterol in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adults	model3	physical activity
xxlvldltg	2981	0.004450444407202	0.000248916532364264	5.49012562429997e-68	0.00396256800376804	0.00493832081063596	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adults	model3	physical activity
xlvldlp	2981	1.7385395522223e-10	9.65884315909014e-12	7.79836821418249e-69	1.54922622630413e-10	1.92785287814047e-10	Concentration of very large VLDL particles (mol/l)	Lipoprotein subclasses	Very large VLDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adults	model3	physical activity
xlvldll	2981	0.0174756784797998	0.00095554612956516	6.8233477644291e-71	0.0156028080658521	0.0193485488937475	Total lipids in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Total lipids (mmol/l)	Total lipids	no	bmi	adults	model3	physical activity
xlvldlpl	2981	0.00284192843151103	0.000159171372628072	8.19420646241508e-68	0.00252995254116001	0.00315390432186205	Phospholipids in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adults	model3	physical activity
xlvldlc	2981	0.00343249158161772	0.000195052894034241	5.09244117526761e-66	0.00305018790931061	0.00381479525392483	Total cholesterol in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adults	model3	physical activity
xlvldlce	2981	0.00180567836833263	0.000104334070357083	5.1809977722068e-64	0.00160118359043275	0.00201017314623251	Cholesterol esters in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adults	model3	physical activity
xlvldlfc	2981	0.00162682959650797	9.15141752760859e-05	2.87413382211104e-67	0.00144746181296684	0.0018061973800491	Free cholesterol in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adults	model3	physical activity
xlvldltg	2981	0.0112001018582127	0.000605745264622248	2.44163903291642e-72	0.0100128411395531	0.0123873625768723	Triglycerides in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adults	model3	physical activity
lvldlp	2981	1.04517803130942e-09	5.44533408054193e-11	1.68095073094522e-77	9.38449483330798e-10	1.15190657928804e-09	Concentration of large VLDL particles (mol/l)	Lipoprotein subclasses	Large VLDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adults	model3	physical activity
lvldll	2981	0.0616589715378765	0.00322748934480894	7.78756933679948e-77	0.055333092422051	0.067984850653702	Total lipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Total lipids (mmol/l)	Total lipids	no	bmi	adults	model3	physical activity
lvldlpl	2981	0.0111562029083981	0.000584459619020399	1.02747705262298e-76	0.0100106620551181	0.0123017437616781	Phospholipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adults	model3	physical activity
lvldlc	2981	0.0137929680958385	0.000743765099651753	9.77119120308735e-73	0.0123351885005211	0.0152507476911559	Total cholesterol in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adults	model3	physical activity
lvldlce	2981	0.00676654931886684	0.000372823661301112	6.72790921478768e-70	0.00603581494271666	0.00749728369501702	Cholesterol esters in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adults	model3	physical activity
lvldlfc	2981	0.00702640015215027	0.000375321106999142	5.11940754236002e-74	0.00629077078243195	0.00776202952186859	Free cholesterol in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adults	model3	physical activity
lvldltg	2981	0.0367094708777307	0.00190767019921314	7.24768108719676e-78	0.0329704372872729	0.0404485044681885	Triglycerides in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adults	model3	physical activity
mvldlp	2981	2.68805652023437e-09	1.40119900450599e-10	1.99611008084336e-77	2.4134215153512e-09	2.96269152511754e-09	Concentration of medium VLDL particles (mol/l)	Lipoprotein subclasses	Medium VLDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adults	model3	physical activity
mvldll	2981	0.091145207186769	0.00479405192356524	3.74186533434444e-76	0.0817488654165811	0.100541548956957	Total lipids in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Total lipids (mmol/l)	Total lipids	no	bmi	adults	model3	physical activity
mvldlpl	2981	0.017588161768395	0.000922290620264938	1.3958884913415e-76	0.0157804721526757	0.0193958513841143	Phospholipids in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adults	model3	physical activity
mvldlc	2981	0.0223898161177995	0.00128540225591415	8.83641748810471e-65	0.0198704276962078	0.0249092045393912	Total cholesterol in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adults	model3	physical activity
mvldlce	2981	0.011074379935007	0.000709432455936183	7.35603862276097e-53	0.00968389232137208	0.0124648675486419	Cholesterol esters in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adults	model3	physical activity
mvldlfc	2981	0.0113049822094046	0.000603354212923069	3.92231973066737e-74	0.0101224079520754	0.0124875564667338	Free cholesterol in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adults	model3	physical activity
mvldltg	2981	0.0511526748411955	0.00264219692335304	9.72159986113501e-79	0.0459739688714235	0.0563313808109675	Triglycerides in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adults	model3	physical activity
svldlp	2981	3.17640359408535e-09	1.66693566458244e-10	1.79427599873779e-76	2.84968420382719e-09	3.50312298434351e-09	Concentration of small VLDL particles (mol/l)	Lipoprotein subclasses	Small VLDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adults	model3	physical activity
svldll	2981	0.0647366598171307	0.00343070139476939	4.17632262281635e-75	0.0580124850833827	0.0714608345508787	Total lipids in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Total lipids (mmol/l)	Total lipids	no	bmi	adults	model3	physical activity
svldlpl	2981	0.0137794714085559	0.000726141238736235	6.87899688515937e-76	0.0123562345806329	0.0152027082364789	Phospholipids in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adults	model3	physical activity
svldlc	2981	0.0208961383155404	0.00128289782378112	3.33858811246809e-57	0.0183816585809294	0.0234106180501514	Total cholesterol in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adults	model3	physical activity
svldlce	2981	0.0121617589033691	0.000840045769105665	5.9304831074356e-46	0.010515269195922	0.0138082486108162	Cholesterol esters in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adults	model3	physical activity
svldlfc	2981	0.00875288498453438	0.000488909963375352	3.74604342503067e-68	0.00779462145631869	0.00971114851275007	Free cholesterol in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adults	model3	physical activity
svldltg	2981	0.0301266542540021	0.00158242905071459	2.40099722429592e-76	0.0270250933146015	0.0332282151934027	Triglycerides in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adults	model3	physical activity
xsvldlp	2981	1.93502733327729e-09	1.55418336545461e-10	1.00558207461388e-34	1.63040739364819e-09	2.23964727290639e-09	Concentration of very small VLDL particles (mol/l)	Lipoprotein subclasses	Very Small VLDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adults	model3	physical activity
xsvldll	2981	0.0256856369299639	0.00221994071022299	2.57020622464854e-30	0.0213345531379268	0.030036720722001	Total lipids in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Total lipids (mmol/l)	Total lipids	no	bmi	adults	model3	physical activity
xsvldlpl	2981	0.0063541035183059	0.000729469900903681	4.92782455682051e-18	0.00492434251253468	0.00778386452407711	Phospholipids in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Phospholipids  (mmol/l)	Phospholipids	no	bmi	adults	model3	physical activity
